,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
G L O R I A,, ,,,,2301 W ASH ST % GLORIA J RAMIREZ,ROGERS,72758,,"

",36.2989178,-94.17185420000001,27-0016587,AR
CREATIVE HOUSING III INC,, ,,,,714 W GROVE ST ,EL DORADO,71730,,"TO PROVIDE HOUSING FOR NONELDERLY, DEVELOPMENTALLY DISABLED PERSONS, IN ADDITION TO PROVIDING SERVICES DESIGNED TO MEET THEIR PHYSICAL, SOCIAL, AND PSYCHOLOGICAL NEEDS

TO PROVIDE HOUSING FACILITIES AND A SUPERVISED LIVING PROGRAM FOR HANDICAPPED INDIVIDUALS",33.2183969,-92.67250659999999,58-1736432,AR
ARKANSAS BAPTISTS COMMITTED,, ,,,,PO Box 250711 ,Little Rock,72225,,"

",34.7576397,-92.32425099999999,62-1684124,AR
COMMUNITY RAINBOW OUTREACH SERVICES INC,, ,,,,PO BOX 1502 % THEODIS THORNTON,PINE BLUFF,71613,,"

",0.0,0.0,72-1538813,AR
SUNNYSIDE LIFESTYLE INC,, ,,,,811 N 19TH STREET % BARB SMITH STEINHOFF,BENTONVILLE,72712,,"

",36.3728538,-94.2088172,45-0596929,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 53 ,NEWARK,72562,,"

",0.0,0.0,71-0529012,AR
MARY & MARTHA CENTER,, ,,,,PO BOX 473 % OLIVIA ROMINE,DE QUEEN,71832,,"

",0.0,0.0,72-1513567,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 651 ,JONESBORO,72403,,"TO PROVIDE FUNDING FOR VETERAN

TO PROVIDE FUNDING FOR VETERANS",0.0,0.0,71-6058479,AR
CONWAY COUNTY COMMUNITY CENTER,, ,,,www.cccc-online.org,1307 N BUSINESS 9 % JACKIE ELLIS,MORRILTON,72110,,"To promote and enhance total wellness in the lives of the people of Conway County.

To promote and enhance total wellness in the lives of the people of Conway County.",0.0,0.0,20-2933784,AR
AMVETS,, ,,,,PO 2121 % DIANNE LECLAIRE,MOUNTAIN VIEW,72560,,"

",0.0,0.0,84-1642568,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,13001 PURCELL RD ,PANASOULD,72450,,"

",0.0,0.0,71-6058483,AR
MOST WORSHIPFUL GRAND LODGE COMMUNITY OUTREACH INC,, ,,,,2906 E HARDING AVE % CLEVELAND WILSON,PINE BLUFF,71601,,"Support local communities in areas providing early childhood development, mentor programs, food pantry, clothing and some housing for the homeless, work for the same goal of humanity.

Support local communities in areas providing early childhood development, mentor programs, food pantry, clothing and some housing for the homeless, work for the same goal of humanity.",0.0,0.0,74-3178393,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 592 ,WALNUT RIDGE,72476,,"

",0.0,0.0,91-1791919,AR
MILITARY OFFICERS ASSOCIATION OF AMERICA-GENERAL WILLIAM O DARBY CH,, ,,,,PO BOX 180755 ,FORT SMITH,72918,,"

",35.59116,-93.761674,27-0563325,AR
ARKANSAS NATIONAL GUARD MUSEUM INCORPORATED,, ,,,,CAMP ROBINSON ,NORTH LITTLE ROCK,72199,,"Educational & museum

The museum promotes the history and heritage of the Arkansas National Guard and Camp Joseph T. Robinson by providing historical displays and publications benefiting over 10,000 people",0.0,0.0,71-0672106,AR
SAFE HAVEN SHELTER FOR WOMEN AND CHILDREN INC,, ,,,,PO BOX 20333 ,HOT SPRINGS,71903,,"

",34.51,-93.05,27-2967739,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 717 % L WAYNE HANEY,MAM SPRINGS,72554,,"

",36.4481824,-91.54023269999999,71-0599148,AR
GOOD SAMARITAN INC,, ,,,,106 ROSE ST ,JONESBORO,72401,,"

",35.8184425,-90.7051511,26-1186641,AR
FAMILY VIOLENCE PREVENTION INC,, ,,,,PO BOX 2943 ,BATESVILLE,72503,,"TEMPORARY SHELTER TO VICTIMS OF DOMESTIC VIOLENCE AND/OR SEXUAL ASSAULT

TEMPORARY SHELTER AND SUPPORT ARE PROVIDED TO WOMEN, CHILDREN AND MEN WHO ARE VICTIMS OF DOMESTIC VIOLENCE AND/OR SEXUAL ASSAULT",35.77144000000001,-91.64968999999999,71-0654745,AR
FAMILY SERVICE AGENCY INC,, ,,,www.helpingfamiliesfirst.org,628 W BROADWAY ,NORTH LITTLE ROCK,72114,,"To provide human services through counseling, substance abuse treatment, credit and housing counseling, DWI education, prevention programs, anger management, parenting education, youth leadership projects, and affordable housing.

The Behavioral Health Services (BHS) program provided assistance to approximately 2,000 clients in the areas of anger management, domestic violence intervention, substance abuse counseling and education, transparenting, mental health counseling and education, and employee assistance programs. In addition, approximately 3,000 clients were assisted through the drug and alcohol safety education program.",0.0,0.0,71-0237511,AR
TRINITY REHABILITATION AND RESTORATION COMMUNITY DEV CORP INC,, ,,,,2900 W 6TH AVE % DEWITT HILL JR,PINE BLUFF,71601,,"

",34.2284312,-92.00319549999999,35-2301716,AR
JLA MINISTRIES INC,, ,,,,57 LEGENDS DR ,LITTLE ROCK,72210,,"

",34.669837,-92.437378,27-4530767,AR
SERENITY INC,, ,,,,PO BOX 1111 ,MOUNTAIN HOME,72654,,"Provide services to victims of domestic violence

Provides Shelter and services to victims of domestic violence, funding is required for shelter space and rent.",0.0,0.0,71-0660784,AR
AMERICAN VETERANS OF WORLD WAR II KOREA AND VIETNAM,, ,,,,600 W NORTH ST E1 ,FAYETTEVILLE,72701,,"

",36.077974,-94.167103,71-0722543,AR
TRINITY MINISTRIES INC,, ,,,,701 E HIGHLAND DR ,JONESBORO,72401,,"

",35.8212628,-90.6987144,71-0849243,AR
EMPOWERMENT NETWORK UNLIMITED INC,, ,,,,10 BUTTERNY PLACE ,LITTLE ROCK,72210,,"Provide information, training, technical assistance, and advocacy for people with disabilities and their families

Provide information, training, technical assistance, and advocacy for people with disabilities and their families",0.0,0.0,71-0714897,AR
32ND INFANTRY REGIMENT MONUMENTCORPORATION,, ,,,,31 PINE TREE LOOP % PERRY V WHITMORE,N LITTLE ROCK,72116,,"

",0.0,0.0,20-8259789,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 178 ,MELBOURNE,72556,,"

",36.0595148,-91.9084819,51-0201422,AR
7TH ARKANSAS INFANTRY WIGGINS BATTERY REENACTORS,, ,,,,4422 HIGHWAY 166 N ,MAYNARD,72444,,"

",36.470597,-90.84423699999999,58-2027455,AR
DYER COMMUNITY FOOD PANTRY INC,, ,,,,PO BOX 149 ,DYER,72935,,"

",35.4883333,-94.13474409999999,27-3578027,AR
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 2736 ,WEST MEMPHIS,72303,,"

",35.15,-90.05,71-6066518,AR
NORTHWEST ARKANSAS FOOD BANK,, ,,,WWW.NWAFOODBANK.ORG,1378 JUNE SELF DR ,BETHEL HTS,72764,,"TO WORK TOWARD THE ALLEVIATION OF HUNGER IN NORTHWEST ARKANSAS

NORTHWEST ARKANSAS FOOD BANK IS A PRIVATE, NOT FOR PROFIT ORGANIZATION, PROVIDING SERVICES FOR THE COLLECTION AND DISTRIBUTION OF FOOD ITEMS TO QUALIFYING ORGANIZATIONS IN NORTHWEST ARKANSAS.",0.0,0.0,71-0680830,AR
"Urban League Of Arkansas, Inc.",info@nul.org,David Lowenstein,(212) 558-5300,,http://www.nul.org/,PO Box 164039 ,Little Rock,72216,,"Our Movement: The Urban League movement was founded in 1910. The National Urban League, headquartered in New York City, spearheads our nonrofit, nonpartisan, community based movement. The heart of the Urban League movement is our professionally staffed Urban League affiliates in over 100 cities in 34 states and the District of Columbia. Our Mission: The mission of the Urban League movement is to enable African Americans to secure economic self-reliance, parity and power and civil rights. Our Methods: The Urban League movement carries out its mission at the local, state and natonal levels through direct services, advocacy, research, policy analysis, collaboration and communications.

",34.65,-92.25,71-0236922,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1226 ORRICK RD ,ALMA,72921,,"

",35.472574,-94.18244299999999,58-1842496,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 792 ,TEXARKANA,75504,,"

",33.35,-94.22,51-0199050,AR
OUTSTANDING WOMEN OF DISTINCTION - IN SOUTHERN ARKANSAS,, ,,,,2755 BOWIE AVE % JOETTA RITCHEY-FOREMAN,CAMDEN,71701,,"

",0.0,0.0,20-5236298,AR
NURSING HOME GIFT FUND OF FAULKNER COUNTY INC,, ,,,,801 LOCUST ST % RAYDEAN WOOD,CONWAY,72034,,"

",35.0886963,-92.4421011,01-0556416,AR
HAMPTON BRIDGE BUILDERS FOUNDATION,, ,,,,817 COLUMBIA COUNTY RD 26 % DIANE ROBINSON,EMERSON,71740,,"

",33.0976347,-93.19294409999999,11-3724648,AR
PROJECT MAKE A DIFFERENCE INC,, ,,,,103 S 3RD ST % BRYAN HOWARD,ROGERS,72756,,"

",36.3320196,-94.1185366,43-1998657,AR
GENERATIONS OF FAITH,, ,,,,615 W CEDAR ST % PAULA LA QUITA RAINEY,EL DORADO,71730,,"

",33.20763,-92.6662674,48-1257956,AR
ARKANSAS YOUTH SUICIDE PREVENTION COMMISSION,, ,,,,200 Tower Bldg 323 Center St ,Little Rock,72201,,"

",34.745624,-92.27320399999999,71-0623360,AR
RIVER VALLEY PROGRAMS FOR CHILDRENINC,, ,,,,809 S ERIE AVE % DANA WARREN,RUSSELLVILLE,72801,,"

",35.2785177,-93.1428341,26-0744299,AR
FAITH TABERNACLE,, ,,,,716 MOUNT CARMEL RD % GEORGE MANUEL,CAVE CITY,72521,,"

",35.9417397,-91.5484709,03-0438204,AR
MIRACLES OF MERCY,, ,,,,6705 PONDEROSA DR % ALYCE L FAULKNER,N LITTLE ROCK,72116,,"

",34.8030992,-92.24827049999999,26-1774646,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 179 ,CALICO ROCK,72519,,"

",36.1195143,-92.1359867,23-7145189,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1605 W WALNUT ST ,PARIS,72855,,"

",35.2933809,-93.742183,71-6058450,AR
MILITARY ORDER OF THE COOTIE OF THE UNITED STATES SUPREME PUP TENT,, ,,,,18610 MAPLE AVE % THELMA TURNER,ROLANDO,72135,,"

",34.8576632,-92.55942139999999,31-1185228,AR
CARE CENTER INC,, ,,,,PO 870 ,LITTLE ROCK,72203,,"To provide counseling in a ministry environment

To provide Christian counseling to rural, inner city and underserved areas.",34.7461459,-92.28785669999999,58-1933606,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,104 VAUGHN ,CLARKSVILLE,72830,,"

",35.465583,-93.4739675,71-0694801,AR
100-PROOF INC,, ,,,,PO BOX 119 ,MORRILTON,72110,,"

",35.1509173,-92.74405379999999,71-0798865,AR
MISSION OUTREACH MISSIONS,, ,,,,PO Box 627 ,Jonesboro,72403,,"

",0.0,0.0,71-0679417,AR
PROJECT RETRIEVE,, ,,,,1313 DIXIE ST % PATRICIA A ASHLEY,BENTON,72015,,"

",34.562631,-92.589238,31-1803338,AR
"Personal Empowerment of the Psychiatrically Labeled, Inc.",, ,,,,4313 W Markham Hendrix Hall Ste 160 ,Little Rock,72205,,"

CONSUMER SUPPORT AND FINDING EMPLOYMENT OPPORTUNITIES FOR PEOPLE WITH MENTAL ILLNESSES.",34.7486563,-92.3542193,58-1839444,AR
GATEWAY HOUSE INC,, ,,,,3900 ARMOUR AVE ,FORT SMITH,72904,,"TO SERVE THE COMMUNITY, BY PROVIDING RESOURSES FOR MEETING THE NEEDS OF PEOPLE WHO HAVE CHEMICAL TREATMENT REQUIREMENTS.

OPERATION OF AN ALCOHOL AND DRUG ABUSE TREATMENT FACILITY FOR ADULTS AND CHILDREN ON AN OUTPATIENT AND RESIDENTIAL BASIS. INCLUDES DAY CARE SERVICES FOR CHILDREN OF PATIENTS.",0.0,0.0,71-0442833,AR
SFC ELVES INC,, ,,,,PO BOX 924 % BRAD J BEAVERS,FORREST CITY,72336,,"

",0.0,0.0,38-3730670,AR
SAFE PLACE INC,, ,,,,PO Box 364 ,Morrilton,72110,,"HELP DOMESTIC VIOLENCE VICTIM

TO HELP DOMESTIC VIOLENCE VICTIMS RESTORE THEIR LIVES AND SUCCEED WITH VIOLENCE FREE LIVES.",0.0,0.0,71-0768244,AR
VIETNAM VETERANS OF AMERICA INC,, ,,,,PO BOX 10431 ,FORT SMITH,72917,,"

",35.59116,-93.761674,52-1850929,AR
GRAVETTE FFA SUPPORTERS,, ,,,,PO BOX 343 ,GRAVETTE,72736,,"

",36.4220207,-94.4535484,02-0785880,AR
ARKOMA BASIN OILFIELD FISHING TOURNAMENT INC,, ,,,,10611 OLD HIGHWAY 71 % BARON HONEA,FORT SMITH,72916,,"TO MAKE DONATIONS TO MAKE A WISH FOUNDATION THROUGH A FISHING TOURNAMENT THAT RAISES MONEY FOR MAKE A WISH FOUNDATION.

",35.2910902,-94.33596349999999,20-1951711,AR
KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,, ,,,,200 E DAVIS ST ,BLYTHEVILLE,72315,,"

",35.931033,-89.90075,23-7618218,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,378 POLK 73 % LORA CROSS,MENA,71953,,"

",34.5862171,-94.23965539999999,90-0269006,AR
CHILDRENS ADVOCACY CENTER OF PINE BLUFF,, ,,,,211 W 3RD AVE STE 130 ,PINE BLUFF,71601,,"REDUCE TRAUMA OF ABUSED CHILDREN

CAC CONDUCTS WORKSHOPS IN THE COMMUNITY AND IN SCHOOLS TO BRING AWARENESS TO CHILD SEXUAL ABUSE VICTIMS AND NON OFFENDING FAMILY MEMBERS.",0.0,0.0,71-0762129,AR
HELPING HANDS THRIFT SHOP INC,, ,,,www.helpinghandsnwa.org,320 AIRPORT RD ,BENTONVILLE,72712,,"THE PURPOSE OF HELPING HANDS OF BENTON COUNTY IS TO SERVE THE COMMUNITY, TO OFFER AID AND ASSISTANCE TO INDIVIDUALS IN NEED OF MATERIAL, FINANCIAL, MORAL AND SPIRITUAL SUPPORT IN EMERGENCY SITUATIONS

PROVIDE FINANCIAL SUPPORT TO LOCAL FAMILIES TO HELP THEM MEET THE NEEDS OF BASIC SHELTER, FOOD, LIVING, AND EMERGENCY MEDICAL EXPENSES SOME OF THE SERVICES OFFERED ARE RENTAL ASSISTANCE, ASSISTANCE WITH UTILITY BILLS, HELP WITH DOCTOR VISITS AND PRESCRIPTIONS, HELP WITH TRANSPORTATION EXPENSES, FOOD PANTRY IN 2009 HELPING HANDS PROVIDED $1,546,067 IN ASSISTANCE TO MORE THAN 16,738 FAMILIES WITH THE AVERAGE FAMILY SIZE OF 3 8 PERSONS FOR AN ESTIMATED TOTAL OF 63,604 PEOPLE",0.0,0.0,71-0478243,AR
MILLER COUNTY FAIR ASSOCIATION INC,, ,,,,PO BOX 301 ,FOUKE,71837,,"

",33.2612392,-93.88545909999999,71-0858515,AR
CHILD CARE COMMUNITY OUTREACH INC,, ,,,,8109 I-30 % TERRI BAKER,LITTLE ROCK,72209,,"The corporation's primary exempt purpose is to provide assistance daily to community organizations in Arkansas that provide referral information and assistance to families in need of services such as child day care, transportation, assistance in budget planning, educational opportunities for children and related activities.

The organization held a major COLA conferences in 2006 with referendums directed toward child care assistance and educational development. As many as 159 representatives from school districts and childhood development organizations across the state of Arkansas attended the conference. Direct Expenditures for the conference totaled $3,329 and other expenditures in support of the program totaled $5,574.",34.6741181,-92.3517526,75-3196776,AR
COMMUNITY CHURCHES ALLIANCE OF BENTON,, ,,,,1800 DIXIE % JIMMY L DIRDEN,BENTON,72015,,"

",34.5645371,-92.586828,30-0183061,AR
ARKANSAS STATE VETERANS CEMETARY BEAUTIFICATION FOUNDATION,, ,,,,PO BOX 6648 % JIM PAT MILLS,SHERWOOD,72124,,"

",34.8142793,-92.2055578,04-3670714,AR
SONS OF CENFEDERATE VETERANS INC,, ,,,,200 TOWN PARK WAY ,MOUNTAIN HOME,72653,,"

",36.312494,-92.425392,58-1885034,AR
GOULD ORGANIZING PROJECT,, ,,,,PO BOX 212 ,GOULD,71643,,"

",33.985101,-91.5609583,38-3843971,AR
MILITARY ORDER OF THE PURPLE HEART OF THE USA,, ,,,,2916 N OLD WIRE RD ,FAYETTEVILLE,72703,,"

",36.104563,-94.12207099999999,27-0590431,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 663 ,BULL SHOALS,72619,,"

",36.383956,-92.58155269999999,51-0201962,AR
UNION RESCUE MISSION INC,william@urmission.org,William Tollett,,Executive Director,www.urmission.org,P.O. Box 164057 PO Box 164057,Little Rock,72216,,"Our mission is to create an environment where the love and compassion of Jesus Christ can help people overcome and prevent''s life''s adversities.

Union Rescue Mission: Dorces House Provides the following programs: (a) Recovery Program for women with addition, (b) Recovery Program for women and childrenof domestic violence (c) work Program for women who have gradmated from programs (a) and (b). We gradmated 19 women from our programs and averaged 59 women and children in our fauilty serving 59781 meals.",34.65,-92.25,71-0348993,AR
HANDS OF LOVE INC,, ,,,,302 N CHESTNUT ST ,WARREN,71671,,"

THE FUNDING OF MISSIONS INCLUDING THE LENDING OF FUNDS FOR THE PURCHASE OF REAL ESTATE AND LOW RENTAL FEES TO THOSE IN NEED",33.6159889,-92.06193809999999,58-2024474,AR
SEBASTIAN RETIRED CITIZENS ASSOC,, ,,,,PO BOX 181030 ,FORT SMITH,72918,,"To provide meals to the elderly

To provide meals to the elderly",0.0,0.0,71-0487301,AR
FAMILY FOCUSED,, ,,,,PO BOX 674 % MILTON HALL,MARIANNA,72360,,"

",34.7737082,-90.7576112,11-3782176,AR
KING SOLOMON COMMUNITY DEVELOPMENT CORPORATION INC,, ,,,,4400 N N ST ,FORT SMITH,72904,,"TO PROVIDE CHILD DAYCARE

TO PROVIDE CHILD DAYCARE SERVICES IN AND AROUND FORT SMITH, ARKANSAS AND TO MAKE THESE RESOURCES READILY ACCESSIBLE TO THE COMMUNITY",35.3912198,-94.38303289999999,71-0816926,AR
FORT SMITH CHRISTIAN FAMILY SERVICES INC,, ,,,,PO BOX 5475 ,FORT SMITH,72913,,"TO PROVIDE INFORMATION REGARDING PREGNANCY TO LOW INCOME FAMILIES.

PREGNANCY CRISIS CENTER",35.59116,-93.761674,58-1899081,AR
NEW PATHWAYS FOR BUILDING SOLUTIONS,, ,,,,PO BOX 170 909 W MAIN % DANNY L ALEXANDER,JACKSONVILLE,72078,,"

",34.87,-92.11,77-0671376,AR
NEIGHBOR TO NEIGHBOR INC,, ,,,,1419 S PINE ST ,PINE BLUFF,71601,,"PROVIDE ASSISTANCE TO INDIGENT

INDIGENT AID - PROVIDE FINANCIAL AID FOR UTILITIES, TRANSPORTATION, MEDICAL, LODGING, TOYS, SCHOOL, FOOD AND COUNSEL TO INDIGENT OR HOMELESS PERSONS.",34.2153033,-92.00425140000002,71-0587864,AR
"Benchmark Industries, Inc.",, ,,,,715 N College ,El Dorado,71730,,"EMPLOYMENT SERVICES AND TRAINING

MANUFACTURING COMPONENT PROVIDES REHABILITATION AND TRAINING SERVICES.",33.2184306,-92.6740343,58-1661761,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 116 % JOHN OVERFELT,PLAINVIEW,72857,,"

",34.9895354,-93.29740439999999,71-0599154,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,PO BOX 812 ,RUSSELLVILLE,72811,,"

",35.2769962,-93.1319863,71-0538645,AR
DISABLED AMERICAN VETERANS,, ,,,,919 JACKSON ROAD 301 ,BRADFORD,72020,,"

",35.450551,-91.529512,23-7249506,AR
MEN SHARPENING MEN,, ,,,,PO BOX 9827 % LARRY WATKINS,FAYETTEVILLE,72703,,"

",36.1192532,-94.0388918,26-2003966,AR
OMNI FOUNDATION,, ,,,,120 NIX RIDGE RD % SHERRY BUNCH,ASH FLAT,72513,,"

",0.0,0.0,20-8997809,AR
MALVERN BRICKFEST,, ,,,,1161 MILITARY RD ,MALVERN,72104,,"

",34.407971,-92.80846299999999,27-1695812,AR
JONES-BLAGG V FW POST 5248 LADIES AUXILIARY,, ,,,,PO BOX 182 % PHYLLIS MUSA,BOONEVILLE,72927,,"

",35.140093,-93.92159090000001,72-1584731,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,7014 RUSSWOOD LN ,MABLEVALE,72103,,"

",34.606959,-92.3593379,58-1842498,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,14128 DEAF SCHOOL RD ,ALPENA,72611,,"

",0.0,0.0,91-1792119,AR
ARKANSAS COMMUNITY RESOURCES,, ,,,,1308 W 2ND ST ,LITTLE ROCK,72201,,"

",34.749336,-92.28533499999999,58-1642088,AR
SONS OF CONFEDERATE VETERANS INC,, ,,,,1419 LOVERS LN % RAYMOND G TEAGUE,VAN BUREN,72956,,"

",35.436756,-94.34826799999999,58-2425671,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,513 ROSS AVE ,WEST MEMPHIS,72301,,"

",35.155755,-90.19678449999999,51-0199052,AR
ALBERT ROLAND JR INC,, ,,,,213 TONEY ST % ALBERT ROLAND JR,MCGEHEE,71654,,"

",33.6255234,-91.3945566,71-0863606,AR
LDF & ASSOCIATES,, ,,,,PO BOX 26333 ,LITTLE ROCK,72221,,"

",34.75,-92.28999999999999,72-1507139,AR
WILL-FLO OUTREACH AGENCY,, ,,,,PO BOX 272 % JANE JONES,MURFREESBORO,71958,,"

",34.0623308,-93.6899049,27-0059127,AR
FAMILIES FIRST OF CONWAY COUNTY INC,, ,,,,PO BOX 251 ,MORRILTON,72110,,"

COORDINATES SERVICES TO FAMILIES. THROUGH INTERVIEWS IT IS DETERMINED WHICH AGENCIES COULD BEST SERVE FAMILIES.",0.0,0.0,71-0735247,AR
QUALITY OF LIFE COUNCIL,, ,,,,1301 MUSEUM RD ,CONWAY,72032,,"

",35.096834,-92.41929499999999,71-0690873,AR
SOUTHEAST FAYETTEVILLE COMMUNITY CENTER INC,, ,,,,PO BOX 4377 ,FAYETTEVEILLE,72702,,"

",0.0,0.0,71-0767443,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,106 S MARTIN ST ,WARREN,71671,,"

",33.6098948,-92.07161769999999,71-6058448,AR
RESERVE OFFICERS ASSOCIATION OF THE UNITED STATES,, ,,,,PO BOX 97 ,BRYANT,72089,,"

",34.612043,-92.49641539999999,51-0169788,AR
ARKANSAS FUND FOR VETERANS,, ,,,,600 W 4TH ST ,N LITTLE ROCK,72114,,"

",34.757302,-92.274418,58-1880482,AR
JEWISH WAR VETERANS OF THE UNITED STATES OF AMERICA INC,, ,,,,3 RANDAL CV ,MAUMELLE,72113,,"

",0.0,0.0,71-0686405,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 1070 ,BENTON,72018,,"PRESERVATION AND SUPPORT OF PATRIOTIC AND HISTORICAL INTERESTS IN THE UNITED STATES AND ASSIST CURRENT AND FORMER VETERANS TO IMPROVE THEIR QUALITY OF LIFE

AID TO INDIVIDUALS, SCHOLARSHIPS, BOYS/GIRLS CLUB, YOUTH PROGRAMS",36.453733,-94.19572400000001,71-6058452,AR
"Community Counseling Services, Inc.",dmartin@hsccs.org,Donald Martin,,CEO,www.communitycounselingservices.org,125 Dons Way ,Hot Springs,71913,,"Community Counseling Services, Inc. (CCS), a not-for-profit organization, has served Arkansas since 1967. Headquartered in Hot Springs, a growing resort and retirement community, CCS serves a largely rural 3,742 square mile area with a population of 140,000. CCS has offices in all main towns in the area. The CCS mission is to meet the behavioral healthcare needs of adults, children, and families in our communities.

COMMUNITY SUPPORT PROGRAM TO PROVIDE FINANCIAL ASSISTANCE TO MENTAL HEALTH CENTERS FOR THE PROVISION OF SERVICES TO SEVERELY MENTALly ILL INDIVIDUALS (UNITS OF SERVICES 884551)",0.0,0.0,71-0401764,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1642 BEE BRANCH RD ,QUITMAN,72131,,"

",0.0,0.0,58-1766560,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,313 HILL LOOP ,HOUSTON,72070,,"

",35.086998,-92.5659352,23-7409719,AR
SCOTT CONNECTIONS INCORPORATED,, ,,,,PO BOX 214 ,SCOTT,72142,,"DEVELOP & PRESERVE HISTORICAL COMMUNITY

REGULAR TOURS OF THE HISTORICAL COMMUNITY SITE BY THE PUBLIC AND SCHOOL GROUPS - COST OF OPERATIONS PROGRAMS ALSO INCLUDE STAFFING AND OPERATING THE GIFT SHOP",34.6964808,-92.0962552,71-0794077,AR
ARK-VETS INC,, ,,,,96 A MILLER ROAD ,GREENBRIER,72058,,"

",0.0,0.0,71-0680724,AR
NUTRITION & DAY CARE ASSISTANCE INC,, ,,,,4 SHACKLEFORD PLZ STE 206 % GREGORY PLUNKETT,LITTLE ROCK,72211,,"

",34.7446913,-92.4159308,27-1318150,AR
Parents Without Partners,pwp@jti.net, ,(561) 391-8833,,http://www.parentswithoutpartners.org/,P.O. Box 26016 Greater Little Rock Chapter 320,Little Rock,72221,,"Parents Without Partners provides single parents and their children with an opportunity for enhancing personal growth, self-confidence and sensitivity towards others by offering an environment for support, friendship and the exchange of parenting techniques. Parents Without Partners was founded in 1957 in New York City by two single parents: Jim Egleson, a non-custodial parent, and Jacqueline Bernard, a custodial parent. As concerned parents, they felt isolated from society because of their marital status, and decided to form a mutual support organization. Following their first newspaper advertisements directed to """"Parents Without Partners"""", 25 single parents attended the first meeting in a Greenwich Village church basement. Later, media attention brought inquiries from all over the country. Parents Without Partners, Inc. is now the largest international, nonprofit membership organization devoted to the welfare and interests of single parents and their children. Single parents may be male or female, custodial or non-custodial, separated, divorced, widowed or never-married.

Activities-provide educational and social functions and training to adapt to being a single parent family",0.0,0.0,23-7012030,AR
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 60 ,DES ARC,72040,,"

",0.0,0.0,71-6061897,AR
"White River Area Agency on Aging, Inc.",Ed.Haas@wraaa.com,Ed Haas,,Executive Director,http://www.wraaa.com,PO Box 2637 ,Batesville,72503,,"The White River Area Agency on Aging, Inc. was founded in 1979 to develop a coordinated system of programs and services that improves the quality of life for older adults and enables them to live independently with dignity in their own homes.  The agency was founded by several older persons interested in establishing in-home, nutrition, and senior center services for older people in a ten-county area.  The agency now serves over 5,000 older persons daily. The 60+ population in the ten county area is over 56,000 persons with 25% of these individuals living at or below poverty. Census data indicates about 14,000 of these persons live at or below poverty.

In-home services provide maintenance of the home for eligible clients who cannot perform the tasks because of personal incapacity In-home services include household chores such as running errands, light housekeeping, laundry, shopping, etc",35.77144000000001,-91.64968999999999,71-0521442,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 628 ,HELENA,72342,,"

",34.52954709999999,-90.5917722,23-7216442,AR
RESTORE HUMANITY INC,, ,,,,1655 N WOOLSEY AVE % SARAH E FENNEL,FAYETTEVILLE,72703,,"

",36.1192532,-94.0388918,20-5496307,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,LOCAL ,BIGELOW,72016,,"

",35.0011986,-92.6298847,51-0201638,AR
