,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
"Neighbor for Neighbor, Inc.",kwaite@nfntulsa.org,Kimberly Waite,,Executive Assistant,,505 E 36th St N ,Tulsa,74106,,"Neighbor for Neighbor was founded in 1966 when many area churches, businesses and individuals merged their resources to provide food and other basic needs for the poor.  NFN's basic services include Family Assistance (food, gas vouchers, bus tokens, clothing, application help, outreach for the elderly & infirm), Legal Clinic (uncontested issues), Medical Clinic (acute care, prescription drug assistance, specialty referrals), Dental Clinic (emergency extractions, restorative procedures, dental hygiene), Eye Clinic (free exams & low cost eyeglasses).  NFN's Community Development Services include Safe House (phonics based reading, sports & safety education in partnership with local schools, churches & individuals) and Circle Housing (home ownership for the unbankable through North/South Tulsa community alliances and home repairs for homeowners only). Over 61% of NFN's funding comes from individuals.  For every $1 contributed, over $5 is delivered in services because of (1) large in-kind donations (2) minimal overhead and (3) volunteer services.

NFN PROGRAMS: NFN HAS TEN BASIC PROGRAMS THAT ASSIST THE LOW INCOME POPULATION OF TULSA; THE MEDICAL CLINICS, PRESCRIPTION DISPENSARY, DENTAL CLINICS, OPTOMETRY CLINICS, LIFE SKILLS, FOOD DISTRIBUTION/FOOD STORE, FAMILY ASSISTANCE/EMERGENCY ASSISTANCE, LEGAL CLINIC, CIRCLE HOUSING, AND COMMUNITY PROJECT/ART CLINIC/FREE BOOKS. NFN HEALTH CLINICS: THE NFN HEALTH CLINICS PROVIDE MANY SERVICES FOR LOW-INCOME AND UNINSURED PEOPLE.",0.0,0.0,73-0776404,OK
Civil Air Patrol 35116 Alties Composite Squadron,, ,,,http://www.capnhq.gov/,PO Box 1412 ,Altus,73521,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,58-1779278,OK
"Cornerstone Assistance Network of Oklahoma, Inc.",scott@cornerstoneokc.org,Scott Manley,,Executive Director,,PO Box 20629 ,Oklahoma City,73156,,"Connecting people in need with Christians who care.Purpose and MissionFrom inception, Cornerstone has sought to enable the Church to take a more active role in liberating people from both physical and spiritual poverty. We believe this is accomplished by connecting people in need with Christians who care. So, we continue to work and believe that the Church can become effective in creating long-term change in the lives of the needy people through relationships of accountability that lead to new or deeper relationships with God and the Christian community.OpportunityWelfare reform offers an historic opportunity for the Church to reverse more than three decades of detachment from the poor. With the government's admitted failure to ""be all things to all people"" the burden must shift. However, the Church now finds itself unequipped to respond to the ""least of these"" with practical help. New ways must be found to effectively channel the compassion of the Church toward the needs of our city. The season is right for finding these new ways.ChallengesTo motivate the Church to become more active in liberating people from both physical and spiritual poverty.To mobilize and train church members to show practical care for those in need.To facilitate partnerships with churches, government, and businesses in distressed communities for the purpose of nurturing lives and restoring character.

Establishment of networks of communications between govenmental, church and businesses for the purpose of meeting the needs of the poor in Oklahoma.",0.0,0.0,73-1506451,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO Box 581628 ,Tulsa,74158,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,91-1874699,OK
"Civil Air Patrol, Inc.",, ,,,http://www.capnhq.gov/,PO Box 12702 ,Oklahoma City,73157,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",35.52,-97.52,73-1440871,OK
"Oklahoma City Police Athletic League, Inc.",amurray1777@yahoo.com,Angela Murray,,Executive Director,http://www.okcpal.org,701 Colcord Dr ,Oklahoma City,73102,,"National P.A.L. was founded in the early 1930's in New York City as a creative way to combat juvenile crime.  The OKC chapter was founded in 1991 by a local police chief and a civilian board of directors.  P.A.L. believes that children can stay away from negative lifestyle choices like drugs and gangs if offered positive alternatives.  OKC P.A.L. provides preventive education programs taught by specially trained police officers in our public schools (anti drug and violence and safety programs) and athletic programs in a designated high crime area.

THE OKLAHOMA CITY POLICE ATHLETIC LEAGUE (P.A.L.) IS A JUVENILE CRIME PREVENTION PROGRAM THAT PROVIDES EDUCATIONAL AND SPORTING PROGRAMS FOR ALL CHILDREN, PRIMARILY IN HIGH-RISK NEIGHBORHOODS. P.A.L. IS AN INCORPORATED NOT-FOR-PROFIT 501(C)(3) ORGANIZATION FINANCED BY FUNDRAISING EVENTS, GRANTS, AND PRIVATE DONATIONS.",35.4682858,-97.52458419999999,73-1400680,OK
SUNBEAM FAMILY SERVICES INC,, ,,,WWW.SUNBEAMFAMILYSERVICES.ORG,606 NW 21ST ST ,OKLAHOMA CITY,73101,,"THE MISSION OF SUNBEAM FAMILY SERVICES, INC. IS TO PROVIDE QUALITY AFFORDABLE SOCIAL SERVICES FREE OF CHARGE OR ON A SLIDING SCALE FEE BASIS TO THE POOR AND WORKING POOR WHICH RESULT IN IMPROVDE INDIVIDUAL AND FAMILY FUNCTIONING. DURING THE REPORTING YEAR 5,924 CLIENTS WERE SERVED. THIS IS 824 MORE CLIENTS THAN WERE SERVED IN FY09.

EARLY CHILDHOOD EDUCATION PROGRAMS WERE PROVIDED TO 804 CLIENTS (375 CHILDREN BIRTH TO FIVE YEARS OF AGE AND THEIR 429 FAMILY MEMBERS). THESE SERVICES WERE PROVIDED AT OKC EDUCARE, EMERSON EARLY HEAD START, TONY REYES EARLY HEAD STARTAND TO PREGNANT WOMEN IN THEIR OWN HOMES. EVALUATIONS OF CHILDREN ENROLLED AT OKC EDUCARE ARE PERFORMED BY AN INDEPENDENT EVALUATOR. CHILD OUTCOMES FOR THE 5009-2010 FISCAL YEAR SHOW SIGNIFICANT GAINS IN AT LEAST 2 AREAS.",35.4911656,-97.5229628,73-0590119,OK
Civil Air Patrol,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,PO Box 45634 ,Oklahoma City,73145,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.   Aerospace Education   America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities.   CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.    These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.   Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",35.52,-97.52,73-1438946,OK
CIVIL AIR PATROL,webmaster@cap.gov,Melanie LeMay,800-FLY-2338,Public Relations Specialist,http://www.capnhq.gov/,PO Box 1574 ,Ponca City,74602,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.Aerospace EducationAmerica''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.  Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,73-1549069,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO BOX 3541 ,EDMOND,73083,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.   Aerospace Education   America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities.   CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.    These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.   Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,73-1443043,OK
Civil Air Patrol,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,PO Box 228 ,Weatherford,73096,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",35.5261633,-98.7075744,73-1438598,OK
Civil Air Patrol 35092 Tahlequah Cadet Squadron,, ,,,http://www.capnhq.gov/,1012 Mike ,Tahlequah,74464,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,51-0201576,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO Box 10659 ,Oklahoma City,73140,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America's love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP's National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation's education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,58-1781837,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO Box 431 ,Muskogee,74402,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,23-7561168,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO Box 1686 ,Broken Arrow,74013,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,58-1781804,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,PO BOX 470685 ,TULSA,74147,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",36.379129,-95.72942499999999,73-1440681,OK
Civil Air Patrol,, ,,,http://www.capnhq.gov/,66006 E 261 Rd ,Grove,74344,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",36.6352869,-94.6809742,73-1440683,OK
"Civil Air Patrol, Inc.",, ,,,http://www.capnhq.gov/,PO BOX 9031 ,VANCE AFB,73705,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",36.3385564,-97.9034588,73-1438760,OK
"World Bible Way Fellowship, Inc.",childrescue@usa.net,Jonathan Kattam,,C.E.O.,,PO Box 700215 ,Tulsa,74170,,"C.R.O. Int. Inc.(Children Rescie Organization Int. Inc.), founded in Kenya in 1998, grew out of the need to rehabilitate street children who are orphaned, abandoned, physically abused and drug addicted.There are about 40,000 street children in kenya alone. The number is increasing as a result of the AIDS epidemic, which has killed many parents, leaving children abandoned in the streets as orphans.C.R.O.is a non-profit organization comprising of volunteers led by the Project Manager, Mr. Michael Nieswand who has been helping street children since 1984.Once a child joins the street life for whatever reason, within a short period of time the character and behaviour changes very dramatically. On the streets the child meets other children who are organized in gangs and the newcomer will be forced to join such a group for his own security. Our research has shown that only a few children are able to survive on the streets alone. 95% join gangs,and get involved in drug addiction, theft, crime and immoral sexual behaviour.   Our basic approach in moulding the characters of children has been the gospel of JESUS CHIRIST. Christian values like love, forgiveness, humility, kindness and honesty have greatly improved the behaviour and life of the street children. In many cases prayer also redused their problems. We have practicaly experienced GOD's power and help in our ministry in many ways. Many of the former Street Children have come to CHRIST and the crusade outreach team, composed of 60 former street children who are now evangelizing to others.

",36.379129,-95.72942499999999,75-6036423,OK
New Discoveries Inc,seminolehoosier@aol.com/lajuwomi@hotmail.com,Stephen Peterson,,Grant Writer,http://P.S.I.tripod.com,1330 N. Classen Blvd Ste 302,Oklahoma City,73106,,"Progressive Counseling Service, founded in 1997, grew out of the need to provide professional counseling services for families and individuals the northwest side of Oklahoma City at a time when this city of nearly 300,000 has demonstrated a dire need for such services.  Progressive Counseling provides its clients with family counseling, therapeutic foster care services, substance dependency counseling, adolescent counseling, crime prevention, and further and supporting the advancement of rehabilitative and educational services for the community of Oklahoma City with special emphasis on the northwestern part of this city, the service area.

SUCCESSFULLY COUNSELING AND SERVING AT-RISK CHILDREN AGES EIGHT THROUGH EIGHTEEN, AND THEIR FAMILIES, WHO HAVE BEEN DISRUPTIVE IN SCHOOL OR AT HOME SUCCESSFULLY COUNSELING AND SERVING CHILDREN WITH POOR READING, WRITING AND MATH SKILLS, DELINQUENT BEHAVIORS, PARTICIPATION IN GANG ACTIVITY, DRUG AND ALCOHOL ABUSES, LACK OF MOTIVATION AND DIRECTION, AND DEFIANCE OF RULES SUCCESSFULLY INCREASING THE COMMUNITIES AWARENESS OF MINORITY NEEDS.",35.4821511,-97.52911130000001,73-1518027,OK
CIVIL AIR PATROL,webmaster@cap.gov,Melanie LeMay,800-FLY-2338,Public Relations Specialist,http://www.capnhq.gov/,923 Brown Ave ,Stillwater,74075,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.Aerospace EducationAmerica''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.  Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,73-1568841,OK
CIVIL AIR PATROL,webmaster@cap.gov,Melanie LeMay,800-FLY-2338,Public Relations Specialist,http://www.capnhq.gov/,PO Box 691523 ,Tulsa,74169,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.Aerospace EducationAmerica''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.  Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,73-1578595,OK
